poi_id,name,amenity,main_category,sub_category,priority_level,latitude,longitude,final_status,map_ready,rule1_reason,rule2_reason,rule3_reason,rule4_reason,rule5_reason
BLR_004313,Aradhana KHPS Arakere,school,Education,School,2,12.8851154,77.5917402,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004314,Dayana Memorial HPS Arakere,school,Education,School,2,12.8888039,77.6057027,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004315,"Marry Immaculate School, Arakere",school,Education,School,2,12.8869151,77.6028827,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004316,"Divya Jyothi HS, Arakere",school,Education,School,2,12.8847701,77.6080296,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004317,"J P Vidyakendra School, Arakere",school,Education,School,2,12.884049,77.6042452,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004318,"Shine Eng School, Arakere",school,Education,School,2,12.884934,77.5906518,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004319,Shri Sharada Vidyanikethana Arkere,school,Education,School,2,12.8863886,77.6095157,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004320,"Aradhana EHPS Arakere, Arakere",school,Education,School,2,12.8846325,77.5920843,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004321,"Hillside Public LPS Ns Palya, B T M Layout W No 65",school,Education,School,2,12.9071902,77.6067335,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004322,"Sri Balamuri Vidya Samste LPS, B T M Layout W No 65",school,Education,School,2,12.9087576,77.6025747,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004323,"Vidya Jyothi EHPS ,B T M Layout W No 65",school,Education,School,2,12.9138593,77.6153672,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004324,"GLPS(U) Madina Nagar, B T M Layout W No 65",school,Education,School,2,12.9063746,77.6097578,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004325,"Green Paschers KHPS Ns Palya, B T M Layout W No 65",school,Education,School,2,12.9105841,77.6008291,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004326,"M E S HPS Kuvempunagar, B T M Layout W No 65",school,Education,School,2,12.9090967,77.6121578,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004327,"Jnanadegula HPS, B T M Layout W No 65",school,Education,School,2,12.9190975,77.6148608,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004328,"Our Lady Fathima HPS, B T M Layout W No 65",school,Education,School,2,12.9219732,77.6156311,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004329,"Star Ablaze Trust Sch, B T M Layout W No 65",school,Education,School,2,12.9061539,77.6112382,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004330,"Babymirror HPS Vivekanagar, Austin Town W No 71",school,Education,School,2,12.9572323,77.6179802,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004331,"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71",school,Education,School,2,12.9541946,77.6185446,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004332,"Infant Indian HPS Neelasandra, Austin Town W No 71",school,Education,School,2,12.9566503,77.6154402,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004333,"Karnataka Vidya Shala (KVS)HPS, Austin Town W No 71",school,Education,School,2,12.9575753,77.6140476,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004334,Canara Bank,atm,Financial Services,ATM,2,12.9917247,77.7202988,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004335,Karur Vysya Bank,bank,Financial Services,Bank,2,12.9692985,77.5793482,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004336,ICICI Bank,atm,Financial Services,ATM,2,12.9688815,77.5791931,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004337,IDFC First Bank,atm,Financial Services,ATM,2,12.9692487,77.5794495,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004338,Canara Bank,atm,Financial Services,ATM,2,12.9692728,77.579469,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004339,Canara Bank,bank,Financial Services,Bank,2,12.9692389,77.5795139,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004340,Indian Bank,bank,Financial Services,Bank,2,12.9697564,77.5797471,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004341,Udupi Sri Krishna Bhavan,restaurant,Food & Beverage,Restaurant,3,12.9716342,77.5741018,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004342,"Shanthinikethan HPS Vivekanag, Austin Town W No 71",school,Education,School,2,12.9531262,77.6204588,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004343,"Elight HS, Austin Town W No 71",school,Education,School,2,12.9517387,77.6130259,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004344,"Reliance School, Austin Town W No 71",school,Education,School,2,12.9568361,77.6137517,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004345,GLPS Basavanapura,school,Education,School,2,12.8450701,77.5941913,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004346,"Act Secondary HPS , Beratena Agrahara",school,Education,School,2,12.8661456,77.6585897,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004347,"St Joseph Eng Sch Hosur Road, Beratena Agrahara",school,Education,School,2,12.8685514,77.6557291,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004348,"Oxford School, Beratena Agrahara",school,Education,School,2,12.8757154,77.6568415,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004349,Silicon City HPS Bommana Halli,school,Education,School,2,12.8984964,77.6203713,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004350,Royal Convent HPS Bommana Hall,school,Education,School,2,12.902802,77.6049954,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004351,St Joseph HPS Bommana Halli,school,Education,School,2,12.9061288,77.6243998,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004352,Dileep HPS Bilekalli,school,Education,School,2,12.8966211,77.6075885,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004353,Mgs Infant LPS Bilekalli,school,Education,School,2,12.8986518,77.6073698,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004354,"Blue Star Education Trust, Bilekalli",school,Education,School,2,12.8953975,77.6108776,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004355,"Shantinketan Trust Sch, Bilekalli",school,Education,School,2,12.9008131,77.6088442,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004356,Teresa Pub Sch Bilekahalli,school,Education,School,2,12.8952857,77.6082654,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004357,Ankith HPS Bilekalli,school,Education,School,2,12.900731,77.6047963,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004358,"Orchid English School, Bilekalli",school,Education,School,2,12.8909372,77.6091428,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004359,Al Rahi Edu Sch Bommanahalli,school,Education,School,2,12.9050686,77.6351798,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004360,South Indian Bank,atm,Financial Services,ATM,2,12.9861391,77.6463483,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004361,"Chinmaya Vidya Mandira, Bommana Halli",school,Education,School,2,12.8996038,77.6515434,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004362,"New Cambridge Convent &HS, Bommana Halli",school,Education,School,2,12.9080891,77.6242973,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004363,"EHPS New Francis, Bommana Halli",school,Education,School,2,12.9043475,77.6205177,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004364,English Higher Primary School,school,Education,School,2,12.9065455,77.6214942,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004365,"New Bharat International Kudlu Gate, Bommana Halli",school,Education,School,2,12.8901178,77.6409735,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004366,Punjabi Rasoi,restaurant,Food & Beverage,Restaurant,3,12.9812549,77.6405264,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004367,"Lorven Pub Sch, Bommanahalli",school,Education,School,2,12.9037178,77.6257972,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004368,The Selony LPS Begur,school,Education,School,2,12.8826959,77.6265059,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004369,"St Pauls School, Begur",school,Education,School,2,12.8780562,77.6167931,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004370,"Priyadarshini School, Begur",school,Education,School,2,12.8755953,77.6388735,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004371,"Cresent Eng School, Begur",school,Education,School,2,12.8714779,77.6355626,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004372,"Little Angel Eng School, Begur",school,Education,School,2,12.8706196,77.638,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004373,"GLPS Subhash Nagar, Begur",school,Education,School,2,12.8707092,77.6384891,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004374,"Jnanajyothi Eng School, Begur",school,Education,School,2,12.8808502,77.6370167,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004375,"Tilak English School, Bommana Halli Cmc",school,Education,School,2,12.9013007,77.6363305,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004376,"Janak Vidyalaya, Bommana Halli Cmc",school,Education,School,2,12.8838456,77.5952932,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004377,"New Nobal School Arkere, Bommana Halli Cmc",school,Education,School,2,12.8903452,77.5906449,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004378,"GLPS Basapura, Basapura",school,Education,School,2,12.8655289,77.6471089,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004379,"The Paradise Residential Sch, Basapura",school,Education,School,2,12.8657376,77.645392,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004380,"Carmel Jyothi LPS, Chunchanagatta",school,Education,School,2,12.8898311,77.5728954,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004381,GLPS Chikkabegur,school,Education,School,2,12.8801561,77.6341829,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004382,"Begur Channarayappa Ramiya, Chikkabegur",school,Education,School,2,12.8818317,77.6358456,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004383,GLPS Chikkatoru,school,Education,School,2,12.8575245,77.6534136,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004384,"Pragathi School, Chikkatoru",school,Education,School,2,12.8628345,77.6508047,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004385,Vidyanikethan Ehp Dommalur,school,Education,School,2,12.9562148,77.6373162,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004386,Bangalore Montessori Eng School,school,Education,School,2,12.9554582,77.6374537,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004387,"Little Angels HS, Dommalur",school,Education,School,2,12.9608902,77.6361692,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004388,Sri Alok Park Veg,restaurant,Food & Beverage,Restaurant,3,12.9880617,77.7339646,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004389,Suresh Pharma,pharmacy,Healthcare,Pharmacy,1,12.9777866,77.6302967,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004390,Patil Hospital,hospital,Healthcare,Hospital,1,13.011214,77.6979598,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004391,Surya Pharmaceuticals,pharmacy,Healthcare,Pharmacy,1,12.9528,77.536684,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004392,GHS Dommalur,school,Education,School,2,12.9594084,77.6402102,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004393,Hotel Sanman,restaurant,Food & Beverage,Restaurant,3,12.977562,77.5744205,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004394,Syndicate Bank,bank,Financial Services,Bank,2,12.9826939,77.5607271,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004395,Udupi Upachar,restaurant,Food & Beverage,Restaurant,3,12.9904646,77.5505346,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004396,New Shanthiniketan Eng Convent,school,Education,School,2,12.8775539,77.6700895,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004397,Newton Public School,school,Education,School,2,12.9066837,77.6354232,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004398,Sujana Convent,school,Education,School,2,12.872912,77.6581646,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004399,Bloosom Sch,school,Education,School,2,12.8946717,77.6234961,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004400,Blue Bel Public School,school,Education,School,2,12.8719195,77.6590904,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004401,New Pecidencny Public School Icse,school,Education,School,2,12.9057779,77.6221591,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004402,New Madar Teresa,school,Education,School,2,12.9000115,77.6452749,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004403,EHPS Baldwin School,school,Education,School,2,12.9102228,77.6357046,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004404,St Philomina English School,school,Education,School,2,12.8892307,77.6184252,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004405,Nightingale English School,school,Education,School,2,12.8933125,77.6134451,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004406,Silicon Vally LPS Gottigere,school,Education,School,2,12.8569301,77.5854776,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004407,"Sri Ramakrishna C E Kendra,Gottigere",school,Education,School,2,12.8656934,77.5860168,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004408,GHS Gottigere,school,Education,School,2,12.8525231,77.5877651,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004409,"Little Angels, Gottigere",school,Education,School,2,12.8546645,77.5879146,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004410,"Sudarshan Public School (cbse), Gottigere",school,Education,School,2,12.859947,77.590048,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004411,"Bright Future LPS Garvebhavi Palya,",school,Education,School,2,12.8946113,77.633992,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004412,Savoury Express,restaurant,Food & Beverage,Restaurant,3,12.9686909,77.6486916,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004413,Bharatiya Jalpan,restaurant,Food & Beverage,Restaurant,3,12.9687696,77.6416126,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004414,Chai Darbar,restaurant,Food & Beverage,Restaurant,3,12.9718326,77.6798268,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004415,Kerala Kitchen,restaurant,Food & Beverage,Restaurant,3,13.0037091,77.6226122,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004416,The Eye Surgical Centre,hospital,Healthcare,Hospital,1,12.9821954,77.5493143,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004417,Aditya Pharma,pharmacy,Healthcare,Pharmacy,1,13.0188757,77.7043818,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004418,SLV medicals,pharmacy,Healthcare,Pharmacy,1,13.0184585,77.7043667,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004419,Mekale HPS,school,Education,School,2,12.8935005,77.6442533,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004420,Mathas Education Society,school,Education,School,2,12.891396,77.6340809,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004421,Kotak Mahindra Bank,bank,Financial Services,Bank,2,12.9256339,77.6368064,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004422,"Rajrajeshwari HS, Garvebhavi Palya",school,Education,School,2,12.8911632,77.6359252,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004423,"Ves HS, Garvebhavi Palya",school,Education,School,2,12.8959096,77.6352778,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004424,"Adarsha Edu Centre HPS , Hongasandra 1",school,Education,School,2,12.8915456,77.6250974,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004425,"Sahyadri EHPS, Garvebhavi Palya",school,Education,School,2,12.8866375,77.6344577,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004426,"Mother Theresa HS, Hongasandra 1",school,Education,School,2,12.8934705,77.6307067,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004427,"Gnanabharathi HPS , Hongasandra 1",school,Education,School,2,12.8974858,77.6302097,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004428,"Oxford HPS, Hongasandra 2",school,Education,School,2,12.8956428,77.6265101,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004429,"Anikethan Pub Sch , Hongasandra 1",school,Education,School,2,12.8999361,77.6264784,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004430,GTLPS jogupalya,school,Education,School,2,12.9723602,77.6304912,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004431,"GULPS Jogupalya,",school,Education,School,2,12.9740521,77.6273143,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004432,"GLPS Gowthamapura, jogupalya",school,Education,School,2,12.9696041,77.6243903,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004433,"Thrishool School J P Nagar, Jaragana Halli 1",school,Education,School,2,12.9032482,77.5787159,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004434,"Holy Mother HPS J P Nagara, Jaragana Halli 1",school,Education,School,2,12.8959609,77.5886375,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004435,"Jyothi Kendriya Vidyalaya HPS, Jaragana Halli 1",school,Education,School,2,12.8951036,77.5703915,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004436,"Sri Vidyanikethan HPS Jaragana, Jaragana Halli 1",school,Education,School,2,12.9020965,77.57588,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004437,"Vivekananda HPS, Jaragana Halli 1",school,Education,School,2,12.8991056,77.5763195,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004438,"Shreyas School Jaraganahalli, Jaragana Halli 1",school,Education,School,2,12.9040441,77.574382,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004439,Citibank,atm,Financial Services,ATM,2,12.9245257,77.6180091,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004440,"Gk&TLPS L R Nagara, Koramangala",school,Education,School,2,12.9505983,77.6153935,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004441,Sincere Vidyalaya Jaraganahalli 1,school,Education,School,2,12.8996164,77.5756288,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004442,"GLPS Rajendranagar, Koramangala",school,Education,School,2,12.9448595,77.6170535,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004443,"Image School J P Nagar, Jaraganahalli 2",school,Education,School,2,12.9004587,77.5851709,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004444,Holy Saint Eng Sch Koramangala,school,Education,School,2,12.9356984,77.6166336,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004445,Neena HPS Kormangala,school,Education,School,2,12.935468,77.6172102,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004446,Babymona EHPS Koramangala,school,Education,School,2,12.9349547,77.6217464,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004447,Lawrence High School Koramangala,school,Education,School,2,12.9399342,77.6157295,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004448,"Mes HS, Koramangala",school,Education,School,2,12.9412382,77.6187265,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004449,"Sunshine HPS Lr Nagar, Koramangala",school,Education,School,2,12.9515543,77.6190638,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004450,"Cephas Memorial Sch Rajendranagra, Koramangala",school,Education,School,2,12.9447944,77.6172545,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004451,Dba Reddy Janasangha Koramangala,school,Education,School,2,12.9289663,77.6240375,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004452,"The Little Angels School, Kothanur",school,Education,School,2,12.8773193,77.5834526,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004453,"Chinmaya Vidyalaya, Koramangala",school,Education,School,2,12.9350185,77.6276797,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004454,Sri Maruthi Edu Trust School Kothanur,school,Education,School,2,12.881709,77.5759556,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004455,"Sri Sarathy English School, Kothanur",school,Education,School,2,12.8732088,77.5744133,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004456,"Ennar School Aadithya Nagar, Kothanur",school,Education,School,2,12.8767474,77.5725941,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004457,"A E T School Sree Annapoornesh, Kothanur",school,Education,School,2,12.8755011,77.5806222,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004458,"Glissy Public School, Kothanur",school,Education,School,2,12.8825158,77.5758676,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004459,"Lady Wellington School, Kothanur",school,Education,School,2,12.8833878,77.5837275,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004460,"Jnanavikas HPS, Kothanur",school,Education,School,2,12.8787866,77.5777581,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004461,"Vidyakirana Public School, Kothanur",school,Education,School,2,12.8686079,77.5841946,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004462,"Clever Land Kottanuru Dinne, Kothanur",school,Education,School,2,12.8779934,77.5846361,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004463,"GLPS (U) Adugodi, Lakkasandra",school,Education,School,2,12.9393229,77.6076781,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_004464,"LPS Girls S R Nagar, Lakkasandra",school,Education,School,2,12.9392239,77.6018416,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
